Year,Jurisdiction,Category,Stream,Fate,Tonnes
2015,Tas,Metals,C&D,Recycling,0.0
2015,Tas,Metals,C&I,Disposal,6296.0
2015,Tas,Metals,C&I,Recycling,62220.0
2015,Tas,Metals,MSW,Disposal,6209.0
2015,Tas,Metals,MSW,Recycling,2396.0
2015,Tas,Metals,Total,Disposal,13989.0
2015,Tas,Metals,Total,Recycling,64616.0
2015,Tas,Organics,C&D,Disposal,4980.0
2015,Tas,Organics,C&D,Energy recovery,288.0
2015,Tas,Organics,C&D,Recycling,0.0
2015,Tas,Organics,C&I,Disposal,139845.0
2015,Tas,Organics,C&I,Energy recovery,26326.0
2015,Tas,Organics,C&I,Recycling,19420.0
2015,Tas,Organics,MSW,Disposal,157056.0
2015,Tas,Organics,MSW,Energy recovery,39828.0
2015,Tas,Organics,MSW,Recycling,14423.0
2015,Tas,Organics,Total,Disposal,301883.0
2015,Tas,Organics,Total,Energy recovery,66442.0
2015,Tas,Organics,Total,Recycling,33843.0
2015,Tas,Paper & cardboard,C&D,Disposal,851.0
2015,Tas,Paper & cardboard,C&D,Energy recovery,137.0
2015,Tas,Paper & cardboard,C&D,Recycling,0.0
2015,Tas,Paper & cardboard,C&I,Disposal,29183.0
2015,Tas,Paper & cardboard,C&I,Energy recovery,4708.0
2015,Tas,Paper & cardboard,C&I,Recycling,196702.0
2015,Tas,Paper & cardboard,MSW,Disposal,19504.0
2015,Tas,Paper & cardboard,MSW,Energy recovery,3146.0
2015,Tas,Paper & cardboard,MSW,Recycling,25443.0
2015,Tas,Paper & cardboard,Total,Disposal,49537.0
2015,Tas,Paper & cardboard,Total,Energy recovery,7991.0
2015,Tas,Paper & cardboard,Total,Recycling,222145.0
2015,Tas,Plastics,C&D,Disposal,1063.0
2015,Tas,Plastics,C&D,Recycling,500.0
2015,Tas,Plastics,C&I,Disposal,38399.0
2015,Tas,Plastics,C&I,Recycling,600.0
2015,Tas,Plastics,MSW,Disposal,29065.0
2015,Tas,Plastics,MSW,Recycling,300.0
2015,Tas,Plastics,Total,Disposal,68527.0
2015,Tas,Plastics,Total,Recycling,1400.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,0.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,0.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,14081.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,2317.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,2790.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,3740.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,616.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,0.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,17822.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,2933.0
2015,Tas,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,1395.0
2015,Tas,Total,C&D,Disposal,32649.0
2015,Tas,Total,C&D,Energy recovery,281.0
2015,Tas,Total,C&D,Recycling,500.0
2015,Tas,Total,C&I,Disposal,195179.0
2015,Tas,Total,C&I,Energy recovery,20188.0
2015,Tas,Total,C&I,Recycling,164478.0
2015,Tas,Total,MSW,Disposal,150557.0
2015,Tas,Total,MSW,Energy recovery,23676.0
2015,Tas,Total,MSW,Recycling,58500.0
2015,Tas,Total,Total,Disposal,378385.0
2015,Tas,Total,Total,Energy recovery,44145.0
2015,Tas,Total,Total,Recycling,223478.0
2015,Tas,Unclassified materials,C&D,Disposal,0.0
2015,Tas,Unclassified materials,C&D,Energy recovery,0.0
2015,Tas,Unclassified materials,C&I,Disposal,0.0
2015,Tas,Unclassified materials,C&I,Energy recovery,0.0
2015,Tas,Unclassified materials,MSW,Disposal,0.0
2015,Tas,Unclassified materials,MSW,Energy recovery,0.0
2015,Tas,Unclassified materials,Total,Energy recovery,0.0
2015,Vic,Ash,C&I,Long-term storage,3548092.444278034
2015,Vic,Ash,C&I,Recycling,0.0
2015,Vic,Ash,Total,Long-term storage,3548092.444278034
2015,Vic,Ash,Total,Recycling,0.0
2015,Vic,Biosolids,C&I,Disposal,180619.2857142857
2015,Vic,Biosolids,C&I,Recycling,1185595.0
2015,Vic,Biosolids,Total,Disposal,180619.2857142857
2015,Vic,Biosolids,Total,Recycling,1185595.0
2015,Vic,Building and demolition materials,C&D,Disposal,776555.0
2015,Vic,Building and demolition materials,C&D,Recycling,8009634.0
2015,Vic,Building and demolition materials,C&I,Disposal,177836.0
2015,Vic,Building and demolition materials,C&I,Recycling,27142.0
2015,Vic,Building and demolition materials,MSW,Disposal,91321.0
2015,Vic,Building and demolition materials,MSW,Recycling,91054.0
2015,Vic,Building and demolition materials,Total,Disposal,1045712.0
2015,Vic,Building and demolition materials,Total,Recycling,8127830.0
2015,Vic,Glass,C&D,Disposal,971.0
2015,Vic,Glass,C&D,Recycling,1056.0
2015,Vic,Glass,C&I,Disposal,30661.0
2015,Vic,Glass,C&I,Recycling,17816.0
2015,Vic,Glass,MSW,Disposal,63925.0
2015,Vic,Glass,MSW,Recycling,330180.0
2015,Vic,Glass,Total,Disposal,95557.0
2015,Vic,Glass,Total,Recycling,349052.0
2015,Vic,Hazardous wastes,C&D,Disposal,868880.0642434168
2015,Vic,Hazardous wastes,C&D,Energy recovery,0.0
2015,Vic,Hazardous wastes,C&D,Recycling,58756.34807658775
2015,Vic,Hazardous wastes,C&I,Disposal,855007.5249946353
2015,Vic,Hazardous wastes,C&I,Energy recovery,116888.3397883121
2015,Vic,Hazardous wastes,C&I,Recycling,1132804.978352517
2015,Vic,Hazardous wastes,Total,Disposal,1723887.589238052
2015,Vic,Hazardous wastes,Total,Energy recovery,116888.3397883121
2015,Vic,Hazardous wastes,Total,Recycling,1191561.3264291044
2015,Vic,Metals,C&D,Disposal,6795.0
2015,Vic,Metals,C&D,Recycling,356403.0
2015,Vic,Metals,C&I,Disposal,33727.0
2015,Vic,Metals,C&I,Recycling,1326244.0
2015,Vic,Metals,MSW,Disposal,38811.0
2015,Vic,Metals,MSW,Recycling,583820.0
2015,Vic,Metals,Total,Disposal,79334.0
2015,Vic,Metals,Total,Recycling,2266467.0
2015,Vic,Organics,C&D,Disposal,259844.0
2015,Vic,Organics,C&D,Energy recovery,21656.0
2015,Vic,Organics,C&D,Recycling,143030.0
2015,Vic,Organics,C&I,Disposal,882289.0
2015,Vic,Organics,C&I,Energy recovery,283753.0
2015,Vic,Organics,C&I,Recycling,1016910.0
2015,Vic,Organics,MSW,Disposal,1402762.0
2015,Vic,Organics,MSW,Energy recovery,734148.0
2015,Vic,Organics,MSW,Recycling,623874.0
2015,Vic,Organics,Total,Disposal,2544895.0
2015,Vic,Organics,Total,Energy recovery,1039557.0
2015,Vic,Organics,Total,Recycling,1783814.0
2015,Vic,Paper & cardboard,C&D,Disposal,6032.0
2015,Vic,Paper & cardboard,C&D,Energy recovery,1733.0
2015,Vic,Paper & cardboard,C&D,Recycling,786.0
2015,Vic,Paper & cardboard,C&I,Disposal,223888.0
2015,Vic,Paper & cardboard,C&I,Energy recovery,64329.0
2015,Vic,Paper & cardboard,C&I,Recycling,2135964.0
2015,Vic,Paper & cardboard,MSW,Disposal,193307.0
2015,Vic,Paper & cardboard,MSW,Energy recovery,55543.0
2015,Vic,Paper & cardboard,MSW,Recycling,265091.0
2015,Vic,Paper & cardboard,Total,Disposal,423227.0
2015,Vic,Paper & cardboard,Total,Energy recovery,121605.0
2015,Vic,Paper & cardboard,Total,Recycling,2401841.0
2015,Vic,Plastics,C&D,Disposal,18443.0
2015,Vic,Plastics,C&D,Recycling,2874.0
2015,Vic,Plastics,C&I,Disposal,248357.0
2015,Vic,Plastics,C&I,Recycling,58106.0
2015,Vic,Plastics,MSW,Disposal,212321.0
2015,Vic,Plastics,MSW,Recycling,89612.0
2015,Vic,Plastics,Total,Disposal,479121.0
2015,Vic,Plastics,Total,Recycling,150592.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,9745.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,2874.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,76954.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,22695.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,18882.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,47603.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,14039.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,3538.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,134302.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,39608.0
2015,Vic,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,11210.0
2015,Vic,Total,C&D,Disposal,948463.0
2015,Vic,Total,C&D,Energy recovery,15436.0
2015,Vic,Total,C&D,Recycling,4283582.0
2015,Vic,Total,C&I,Disposal,1232567.0
2015,Vic,Total,C&I,Energy recovery,228901.0
2015,Vic,Total,C&I,Recycling,2779230.0
2015,Vic,Total,MSW,Disposal,1348670.0
2015,Vic,Total,MSW,Energy recovery,436655.0
2015,Vic,Total,MSW,Recycling,1208339.0
2015,Vic,Total,Total,Disposal,3529700.0
2015,Vic,Total,Total,Energy recovery,680992.0
2015,Vic,Total,Total,Recycling,8271152.0
2015,Vic,Unclassified materials,C&D,Disposal,0.0
2015,Vic,Unclassified materials,C&D,Energy recovery,0.0
2015,Vic,Unclassified materials,C&I,Disposal,0.0
2015,Vic,Unclassified materials,C&I,Energy recovery,0.0
2015,Vic,Unclassified materials,MSW,Disposal,0.0
2015,Vic,Unclassified materials,MSW,Energy recovery,0.0
2015,Vic,Unclassified materials,Total,Disposal,0.0
2015,Vic,Unclassified materials,Total,Energy recovery,0.0
2015,WA,Ash,C&I,Long-term storage,1015857.6381244987
2015,WA,Ash,C&I,Recycling,2049615.9458266343
2015,WA,Ash,Total,Long-term storage,1015857.6381244987
2015,WA,Ash,Total,Recycling,2049615.9458266343
2015,WA,Biosolids,C&I,Disposal,63294.72459025453
2015,WA,Biosolids,C&I,Recycling,291363.1281035428
2015,WA,Biosolids,Total,Disposal,63294.72459025453
2015,WA,Biosolids,Total,Recycling,291363.1281035428
2015,WA,Building and demolition materials,C&D,Disposal,549868.0
2015,WA,Building and demolition materials,C&D,Recycling,2019108.0
2015,WA,Building and demolition materials,C&I,Disposal,125523.0
2015,WA,Building and demolition materials,C&I,Recycling,171819.0
2015,WA,Building and demolition materials,MSW,Disposal,23769.0
2015,WA,Building and demolition materials,MSW,Recycling,46740.0
2015,WA,Building and demolition materials,Total,Disposal,699160.0
2015,WA,Building and demolition materials,Total,Recycling,2237666.0
2015,WA,Glass,C&D,Disposal,27.0
2015,WA,Glass,C&D,Recycling,0.0
2015,WA,Glass,C&I,Disposal,18598.0
2015,WA,Glass,C&I,Recycling,1680.0
2015,WA,Glass,MSW,Disposal,62801.0
2015,WA,Glass,MSW,Recycling,91366.0
2015,WA,Glass,Total,Disposal,81426.0
2015,WA,Glass,Total,Recycling,93046.0
2015,WA,Hazardous wastes,C&D,Disposal,70076.18365744963
2015,WA,Hazardous wastes,C&D,Energy recovery,0.0
2015,WA,Hazardous wastes,C&D,Recycling,23389.834111365766
2015,WA,Hazardous wastes,C&I,Disposal,507527.3595707458
2015,WA,Hazardous wastes,C&I,Energy recovery,83480.23354126539
2015,WA,Hazardous wastes,C&I,Recycling,1281272.3105151234
2015,WA,Hazardous wastes,Total,Disposal,577603.5432281954
2015,WA,Hazardous wastes,Total,Energy recovery,83480.23354126539
2015,WA,Hazardous wastes,Total,Recycling,1304662.1446264894
2015,WA,Metals,C&D,Disposal,30487.0
2015,WA,Metals,C&D,Recycling,276658.0
2015,WA,Metals,C&I,Disposal,24328.0
2015,WA,Metals,C&I,Recycling,722016.0
2015,WA,Metals,MSW,Disposal,39783.0
2015,WA,Metals,MSW,Recycling,159245.0
2015,WA,Metals,Total,Disposal,94599.0
2015,WA,Metals,Total,Recycling,1157920.0
2015,WA,Organics,C&D,Disposal,104478.0
2015,WA,Organics,C&D,Energy recovery,3789.0
2015,WA,Organics,C&D,Recycling,117243.0
2015,WA,Organics,C&I,Disposal,575864.0
2015,WA,Organics,C&I,Energy recovery,66232.0
2015,WA,Organics,C&I,Recycling,209988.0
2015,WA,Organics,MSW,Disposal,1095647.0
2015,WA,Organics,MSW,Energy recovery,165840.0
2015,WA,Organics,MSW,Recycling,465338.0
2015,WA,Organics,Total,Disposal,1775988.0
2015,WA,Organics,Total,Energy recovery,235859.0
2015,WA,Organics,Total,Recycling,792570.0
2015,WA,Paper & cardboard,C&D,Disposal,18506.0
2015,WA,Paper & cardboard,C&D,Energy recovery,1794.0
2015,WA,Paper & cardboard,C&D,Recycling,1080.0
2015,WA,Paper & cardboard,C&I,Disposal,119383.0
2015,WA,Paper & cardboard,C&I,Energy recovery,11571.0
2015,WA,Paper & cardboard,C&I,Recycling,228923.0
2015,WA,Paper & cardboard,MSW,Disposal,132304.0
2015,WA,Paper & cardboard,MSW,Energy recovery,12823.0
2015,WA,Paper & cardboard,MSW,Recycling,272529.0
2015,WA,Paper & cardboard,Total,Disposal,270193.0
2015,WA,Paper & cardboard,Total,Energy recovery,26188.0
2015,WA,Paper & cardboard,Total,Recycling,502534.0
2015,WA,Plastics,C&D,Disposal,21853.0
2015,WA,Plastics,C&D,Recycling,120.0
2015,WA,Plastics,C&I,Disposal,148374.0
2015,WA,Plastics,C&I,Recycling,15180.0
2015,WA,Plastics,MSW,Disposal,186227.0
2015,WA,Plastics,MSW,Recycling,16940.0
2015,WA,Plastics,Total,Disposal,356454.0
2015,WA,Plastics,Total,Recycling,32240.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,0.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,0.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,57855.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,5510.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,190.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,25482.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,2427.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,5120.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,83337.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,7936.0
2015,WA,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,5310.0
2015,WA,Total,C&D,Disposal,672981.0
2015,WA,Total,C&D,Energy recovery,3688.0
2015,WA,Total,C&D,Recycling,1207105.0
2015,WA,Total,C&I,Disposal,781993.0
2015,WA,Total,C&I,Energy recovery,50196.0
2015,WA,Total,C&I,Recycling,674899.0
2015,WA,Total,MSW,Disposal,1018189.0
2015,WA,Total,MSW,Energy recovery,98170.0
2015,WA,Total,MSW,Recycling,528640.0
2015,WA,Total,Total,Disposal,2473163.0
2015,WA,Total,Total,Energy recovery,152054.0
2015,WA,Total,Total,Recycling,2410643.0
2015,WA,Unclassified materials,C&D,Energy recovery,0.0
2015,WA,Unclassified materials,C&I,Energy recovery,0.0
2015,WA,Unclassified materials,MSW,Energy recovery,0.0
2015,WA,Unclassified materials,Total,Energy recovery,0.0
2016,ACT,Biosolids,C&I,Disposal,280285.7142857143
2016,ACT,Biosolids,C&I,Recycling,0.0
2016,ACT,Biosolids,Total,Disposal,280285.7142857143
2016,ACT,Biosolids,Total,Recycling,0.0
2016,ACT,Building and demolition materials,C&D,Disposal,46403.0
2016,ACT,Building and demolition materials,C&D,Recycling,0.0
2016,ACT,Building and demolition materials,C&I,Disposal,23659.0
2016,ACT,Building and demolition materials,C&I,Recycling,0.0
2016,ACT,Building and demolition materials,MSW,Disposal,329.0
2016,ACT,Building and demolition materials,MSW,Recycling,0.0
2016,ACT,Building and demolition materials,Total,Disposal,70390.0
2016,ACT,Building and demolition materials,Total,Recycling,217998.0
2016,ACT,Glass,C&D,Disposal,21.0
2016,ACT,Glass,C&D,Recycling,0.0
2016,ACT,Glass,C&I,Disposal,2157.0
2016,ACT,Glass,C&I,Recycling,0.0
2016,ACT,Glass,MSW,Disposal,4360.0
2016,ACT,Glass,MSW,Recycling,0.0
2016,ACT,Glass,Total,Disposal,6539.0
2016,ACT,Glass,Total,Recycling,28244.0
2016,ACT,Hazardous wastes,C&D,Disposal,337641.14984594303
2016,ACT,Hazardous wastes,C&D,Energy recovery,0.0
2016,ACT,Hazardous wastes,C&D,Recycling,135.4640740569539
2016,ACT,Hazardous wastes,C&I,Disposal,297814.30693447206
2016,ACT,Hazardous wastes,C&I,Energy recovery,3446.400727040186
2016,ACT,Hazardous wastes,C&I,Recycling,22945.810104775483
2016,ACT,Hazardous wastes,Total,Disposal,635455.4567804151
2016,ACT,Hazardous wastes,Total,Energy recovery,3446.400727040186
2016,ACT,Hazardous wastes,Total,Recycling,23081.27417883244
2016,ACT,Metals,C&D,Disposal,1299.0
2016,ACT,Metals,C&D,Recycling,0.0
2016,ACT,Metals,C&I,Disposal,2297.0
2016,ACT,Metals,C&I,Recycling,0.0
2016,ACT,Metals,MSW,Disposal,4060.0
2016,ACT,Metals,MSW,Recycling,0.0
2016,ACT,Metals,Total,Disposal,7655.0
2016,ACT,Metals,Total,Recycling,46228.0
2016,ACT,Organics,C&D,Disposal,60666.0
2016,ACT,Organics,C&D,Energy recovery,2764.0
2016,ACT,Organics,C&D,Recycling,0.0
2016,ACT,Organics,C&I,Disposal,54667.0
2016,ACT,Organics,C&I,Energy recovery,13995.0
2016,ACT,Organics,C&I,Recycling,0.0
2016,ACT,Organics,MSW,Disposal,82567.0
2016,ACT,Organics,MSW,Energy recovery,32018.0
2016,ACT,Organics,MSW,Recycling,0.0
2016,ACT,Organics,Total,Disposal,197899.0
2016,ACT,Organics,Total,Energy recovery,48779.0
2016,ACT,Organics,Total,Recycling,528589.0
2016,ACT,Paper & cardboard,C&D,Disposal,2225.0
2016,ACT,Paper & cardboard,C&D,Energy recovery,566.0
2016,ACT,Paper & cardboard,C&D,Recycling,0.0
2016,ACT,Paper & cardboard,C&I,Disposal,14781.0
2016,ACT,Paper & cardboard,C&I,Energy recovery,3761.0
2016,ACT,Paper & cardboard,C&I,Recycling,0.0
2016,ACT,Paper & cardboard,MSW,Disposal,11742.0
2016,ACT,Paper & cardboard,MSW,Energy recovery,2988.0
2016,ACT,Paper & cardboard,MSW,Recycling,0.0
2016,ACT,Paper & cardboard,Total,Disposal,28748.0
2016,ACT,Paper & cardboard,Total,Energy recovery,7315.0
2016,ACT,Paper & cardboard,Total,Recycling,40942.0
2016,ACT,Plastics,C&D,Disposal,2931.0
2016,ACT,Plastics,C&D,Recycling,0.0
2016,ACT,Plastics,C&I,Disposal,7712.0
2016,ACT,Plastics,C&I,Recycling,300.0
2016,ACT,Plastics,MSW,Disposal,13580.0
2016,ACT,Plastics,MSW,Recycling,1600.0
2016,ACT,Plastics,Total,Disposal,24223.0
2016,ACT,Plastics,Total,Recycling,1900.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,766.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,200.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,0.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,5242.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,1368.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,0.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,5004.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,1306.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,0.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,11013.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,2874.0
2016,ACT,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,173.0
2016,ACT,Total,C&D,Disposal,65298.0
2016,ACT,Total,C&D,Energy recovery,2148.0
2016,ACT,Total,C&D,Recycling,108999.0
2016,ACT,Total,C&I,Disposal,79530.0
2016,ACT,Total,C&I,Energy recovery,12127.0
2016,ACT,Total,C&I,Recycling,231790.0
2016,ACT,Total,MSW,Disposal,83326.0
2016,ACT,Total,MSW,Energy recovery,20303.0
2016,ACT,Total,MSW,Recycling,116401.0
2016,ACT,Total,Total,Disposal,228154.0
2016,ACT,Total,Total,Energy recovery,34579.0
2016,ACT,Total,Total,Recycling,457191.0
2016,ACT,Unclassified materials,C&D,Disposal,2598.0
2016,ACT,Unclassified materials,C&D,Energy recovery,0.0
2016,ACT,Unclassified materials,C&D,Recycling,0.0
2016,ACT,Unclassified materials,C&I,Disposal,7114.0
2016,ACT,Unclassified materials,C&I,Energy recovery,0.0
2016,ACT,Unclassified materials,C&I,Recycling,0.0
2016,ACT,Unclassified materials,MSW,Disposal,3698.0
2016,ACT,Unclassified materials,MSW,Energy recovery,0.0
2016,ACT,Unclassified materials,MSW,Recycling,0.0
2016,ACT,Unclassified materials,Total,Disposal,13410.0
2016,ACT,Unclassified materials,Total,Energy recovery,0.0
2016,ACT,Unclassified materials,Total,Recycling,30964.0
2016,NSW,Ash,C&I,Long-term storage,3691252.97054083
2016,NSW,Ash,C&I,Recycling,13193922.359895056
2016,NSW,Ash,Total,Long-term storage,3691252.97054083
2016,NSW,Ash,Total,Recycling,13193922.359895056
2016,NSW,Biosolids,C&I,Disposal,56057.142857142855
2016,NSW,Biosolids,C&I,Recycling,859542.857142857
2016,NSW,Biosolids,Total,Disposal,56057.142857142855
2016,NSW,Biosolids,Total,Recycling,859542.857142857
2016,NSW,Building and demolition materials,C&D,Disposal,1210099.0
2016,NSW,Building and demolition materials,C&D,Recycling,14300518.0
2016,NSW,Building and demolition materials,C&I,Disposal,281761.0
2016,NSW,Building and demolition materials,C&I,Recycling,2713.0
2016,NSW,Building and demolition materials,MSW,Disposal,35315.0
2016,NSW,Building and demolition materials,MSW,Recycling,297.0
2016,NSW,Building and demolition materials,Total,Disposal,1527175.0
2016,NSW,Building and demolition materials,Total,Recycling,14303528.0
2016,NSW,Glass,C&D,Disposal,0.0
2016,NSW,Glass,C&D,Recycling,266.0
2016,NSW,Glass,C&I,Disposal,49361.0
2016,NSW,Glass,C&I,Recycling,116646.0
2016,NSW,Glass,MSW,Disposal,87559.0
2016,NSW,Glass,MSW,Recycling,346386.0
2016,NSW,Glass,Total,Disposal,136919.0
2016,NSW,Glass,Total,Recycling,463298.0
2016,NSW,Hazardous wastes,C&D,Disposal,1867571.6178218182
2016,NSW,Hazardous wastes,C&D,Energy recovery,0.0
2016,NSW,Hazardous wastes,C&D,Recycling,0.0
2016,NSW,Hazardous wastes,C&I,Disposal,2047063.6749287501
2016,NSW,Hazardous wastes,C&I,Energy recovery,124661.1805761936
2016,NSW,Hazardous wastes,C&I,Recycling,1099392.9931502987
2016,NSW,Hazardous wastes,Total,Disposal,3914635.292750568
2016,NSW,Hazardous wastes,Total,Energy recovery,124661.1805761936
2016,NSW,Hazardous wastes,Total,Recycling,1099392.9931502987
2016,NSW,Metals,C&D,Disposal,2009.0
2016,NSW,Metals,C&D,Recycling,1360404.0
2016,NSW,Metals,C&I,Disposal,92036.0
2016,NSW,Metals,C&I,Recycling,1378680.0
2016,NSW,Metals,MSW,Disposal,77944.0
2016,NSW,Metals,MSW,Recycling,691842.0
2016,NSW,Metals,Total,Disposal,171989.0
2016,NSW,Metals,Total,Recycling,3430926.0
2016,NSW,Organics,C&D,Disposal,199898.0
2016,NSW,Organics,C&D,Energy recovery,20630.0
2016,NSW,Organics,C&D,Recycling,242025.0
2016,NSW,Organics,C&I,Disposal,1205832.0
2016,NSW,Organics,C&I,Energy recovery,261533.0
2016,NSW,Organics,C&I,Recycling,1293114.0
2016,NSW,Organics,MSW,Disposal,1538981.0
2016,NSW,Organics,MSW,Energy recovery,700590.0
2016,NSW,Organics,MSW,Recycling,1797042.0
2016,NSW,Organics,Total,Disposal,2944711.0
2016,NSW,Organics,Total,Energy recovery,1082754.0
2016,NSW,Organics,Total,Recycling,3232181.0
2016,NSW,Paper & cardboard,C&D,Disposal,0.0
2016,NSW,Paper & cardboard,C&D,Energy recovery,0.0
2016,NSW,Paper & cardboard,C&D,Recycling,2.0
2016,NSW,Paper & cardboard,C&I,Disposal,350314.0
2016,NSW,Paper & cardboard,C&I,Energy recovery,94453.0
2016,NSW,Paper & cardboard,C&I,Recycling,799109.0
2016,NSW,Paper & cardboard,MSW,Disposal,340740.0
2016,NSW,Paper & cardboard,MSW,Energy recovery,91871.0
2016,NSW,Paper & cardboard,MSW,Recycling,318735.0
2016,NSW,Paper & cardboard,Total,Disposal,691054.0
2016,NSW,Paper & cardboard,Total,Energy recovery,186324.0
2016,NSW,Paper & cardboard,Total,Recycling,1117846.0
2016,NSW,Plastics,C&D,Disposal,16505.0
2016,NSW,Plastics,C&D,Recycling,1800.0
2016,NSW,Plastics,C&I,Disposal,477934.0
2016,NSW,Plastics,C&I,Recycling,38000.0
2016,NSW,Plastics,MSW,Disposal,238415.0
2016,NSW,Plastics,MSW,Recycling,48300.0
2016,NSW,Plastics,Total,Disposal,732853.0
2016,NSW,Plastics,Total,Recycling,88100.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&D,Disposal,201.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&D,Energy recovery,56.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&D,Recycling,98.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&I,Disposal,148066.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&I,Energy recovery,40962.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",C&I,Recycling,1653.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",MSW,Disposal,49562.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",MSW,Energy recovery,13711.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",MSW,Recycling,1340.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",Total,Disposal,197829.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",Total,Energy recovery,54729.0
2016,NSW,"Textiles, leather & rubber (excl. tyres)",Total,Recycling,3090.0
2016,NSW,Total,C&D,Disposal,1342706.0
2016,NSW,Total,C&D,Energy recovery,10370.0
2016,NSW,Total,C&D,Recycling,7953464.0
2016,NSW,Total,C&I,Disposal,2200268.0
2016,NSW,Total,C&I,Energy recovery,316181.0
2016,NSW,Total,C&I,Recycling,2188367.0
2016,NSW,Total,MSW,Disposal,1680691.0
2016,NSW,Total,MSW,Energy recovery,455878.0
2016,NSW,Total,MSW,Recycling,1789286.0
2016,NSW,Total,Total,Disposal,5223665.0
2016,NSW,Total,Total,Energy recovery,782430.0
2016,NSW,Total,Total,Recycling,11931118.0
2016,NSW,Unclassified materials,C&D,Disposal,27888.0
2016,NSW,Unclassified materials,C&D,Energy recovery,0.0
2016,NSW,Unclassified materials,C&D,Recycling,12.0
